reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_brainmetastasis	minFlux_breastcancer	maxFlux_brainmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
CYOOm3i	0.65159	0.1776	0.14513	2.8877e-98	2.7465e-104	4.3705e-93	126.2506__140.2437	42.3674__48.161	0__0	126.2546__139.402	0.10882__0.08234	2.7162__2.64	1	2.8877e-98	95.0747	103.8719	156.6764	176.1148	0.90569	1.1041
Pentose and glucuronate interconversions	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4595	0.38702	0.3334	0.14496	0	0	0	84.44321__237.1065	251.8622__242.6873	500__0	86.69599__252.6916	-0.13498__-0.36245	2.8716__3.6045	1	0	-71.4984	74.5793	259.8838	407.295	0.34309	2.9147
Pentose phosphate pathway	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4304	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0022072__0.002461	0.00064394__0.00081109	0.0048159__0	0.0021737__0.0024347	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0018096	0.0020206	0.002561	0.0028619	0.8928	1.1201
HMR_4350	0.69511	-0.1292	0.14496	1.5139e-55	4.2476e-56	1.7403e-64	334.3657__280.2328	243.9325__239.6645	500__500	350.1116__279.0081	-0.20227__0.079784	2.7844__2.8715	1	1.5139e-55	167.4867	107.3801	513.0098	449.4448	1.2548	0.79691
HMR_4352	0.25526	0.3901	0.14556	0	0	0	61.2989__237.1065	199.136__242.6873	0__0	54.83519__252.6916	-0.056321__-0.36245	3.3571__3.6045	1	0	-63.1157	74.5793	194.6565	407.295	0.217	4.6082
HMR_4354	0.50877	0.2302	0.14496	3.4222e-168	1.6181e-181	2.6222e-194	134.9729__216.7329	192.9982__205.1263	0__500	124.7525__220.3475	0.20565__0.028443	3.4426__3.1508	1	3.4222e-168	3.54	79.7018	258.1302	354.2438	0.56616	1.7663
HMR_4398	0.90555	0.013	0.14496	0.0023598	0.0036108	0.00145	281.2373__289.5081	200.2027__201.6511	1000__1000	279.4142__290.6557	0.088328__0.042616	2.8262__3.3956	1	0.0023598	136.949	159.3524	422.2033	417.6651	0.96132	1.0402
HMR_4476	0.54855	-0.2004	0.14496	1.9105e-151	3.3861e-154	2.6553e-155	550.4209__490.6974	163.6212__152.6895	925.2143__0.200572	543.8319__475.3628	0.080183__0.2978	2.62__2.9757	1	1.9105e-151	434.9854	383.7833	663.061	588.1844	1.144	0.8741
HMR_4623	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6092e-177	0.0022072__0.002461	0.00064394__0.00081109	0.0048159__-1.4924e-17	0.0021737__0.0024347	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0018096	0.0020206	0.002561	0.0028619	0.8928	1.1201
HMR_4710	0.90555	0.013	0.14496	0.0023598	0.0036108	0.0014501	281.2373__289.5081	200.2027__201.6511	1000__500	279.4142__290.6557	0.088328__0.042616	2.8262__3.3956	1	0.0023598	136.949	159.3524	422.2033	417.6651	0.96132	1.0402
G6PDH2c	0.54855	-0.2004	0.14496	1.9041e-151	3.3742e-154	2.6476e-155	183.4729__163.565	54.5404__50.8964	34.0664__0.0666667	181.2765__158.4534	0.080183__0.2978	2.62__2.9757	1	1.9041e-151	144.9942	127.9271	221.0199	196.0606	1.144	0.8741
PGLc	0.54855	-0.2004	0.14496	1.9041e-151	3.3742e-154	2.6476e-155	183.4729__163.565	54.5404__50.8964	34.0664__0.0666667	181.2765__158.4534	0.080183__0.2978	2.62__2.9757	1	1.9041e-151	144.9942	127.9271	221.0199	196.0606	1.144	0.8741
RPEc	0.25526	0.3903	0.14539	0	0	0	30.64945__118.5533	99.56798__121.3437	0__0	27.4176__126.3458	-0.056321__-0.36245	3.3571__3.6045	1	0	-31.5578	37.2896	97.3283	203.6475	0.217	4.6082
Peptide metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ARGCYSGLYr	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-7.734__-8.6231	2.2563__2.842	-16.8743__0	-7.6165__-8.5311	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-8.9734	-10.0277	-6.3408	-7.0799	0.8928	1.1201
CYSCYSr	0.52392	0.2626	0.14496	6.0251e-192	4.8163e-198	1.6574e-200	-133.8142__-97.0709	81.8038__89.1622	-483.6386__0	-132.7023__-93.45088	-0.16051__-0.28835	3.1633__3.5374	1	6.0251e-192	-185.9673	-155.7911	-77.2382	-36.0332	1.42	0.70421
GLYLYSCYSr	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-3.7767__-4.2109	1.1018__1.3878	-8.2402__0	-3.7193__-4.1659	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-4.3819	-4.8968	-3.0964	-3.4573	0.8928	1.1201
LYSARGLEUr	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	17.4918__19.5029	5.1031__6.4277	-3.0736e-11__0	17.2262__19.2947	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	14.341	16.0126	20.2951	22.6796	0.8928	1.1201
Phenylalanine, tyrosine and tryptophan biosynthesis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6725	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6022e-177	0.17563__0.19582	0.051238__0.064538	0.38319__0	0.17296__0.19373	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.14399	0.16078	0.20377	0.22772	0.8928	1.1201
Pool reactions	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0014	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	5.9795e-05__6.667e-05	1.7445e-05__2.1973e-05	0.00013046__0	5.8887e-05__6.5958e-05	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	4.9024e-05	5.4739e-05	6.9378e-05	7.7529e-05	0.8928	1.1201
HMR_10033	0.49557	-0.2894	0.14496	1.2555e-205	7.7119e-209	9.292e-210	-221.1744__-283.7725	135.4497__147.9224	0__0	-207.6592__-277.0244	-0.689__-0.50447	3.6412__3.7694	1	1.2555e-205	-309.2822	-383.0323	-114.7188	-176.3137	0.74961	1.334
HMR_10036	0.49557	0.2894	0.14496	1.2555e-205	7.7119e-209	9.292e-210	221.1744__283.7725	135.4497__147.9224	0__0	207.6592__277.0244	0.689__0.50447	3.6412__3.7694	1	1.2555e-205	114.7188	176.3137	309.2822	383.0323	0.74961	1.334
Purine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4002	0.86122	-0.0782	0.14496	8.3443e-17	4.1238e-17	1.6957e-12	85.5193__51.2488	282.4979__293.2204	-1000__500	76.2396__51.6162	0.082047__-0.10757	3.1331__3.5957	1	8.3443e-17	-103.5293	-126.7823	262.7701	231.9619	1.477	0.67703
HMR_4004	0.46916	-0.2548	0.14496	5.6934e-239	1.3874e-252	8.8981e-242	-242.4747__-288.8611	89.46726__100.6713	-590.6817__-722.4806	-234.1889__-283.8684	-0.44164__-0.22887	2.8685__2.8672	1	5.6934e-239	-300.1692	-359.4449	-175.7827	-214.0014	0.82499	1.2121
HMR_4081	0.61124	-0.1668	0.14513	5.3156e-133	1.0235e-141	6.7456e-119	357.2829__278.7719	234.9463__198.0477	500__0	327.7523__242.4133	0.49238__0.75743	2.4587__3.1222	1	5.3156e-133	163.6914	118.5183	517.9786	407.859	1.352	0.73962
HMR_4012	0.92539	0.0418	0.14513	3.177e-08	7.2205e-08	0.0016406	186.9696__198.8263	146.9625__163.8111	0__500	156.1786__158.0751	1.0175__1.2769	3.9144__4.9702	1	3.177e-08	68.3445	72.1104	273.3679	285.8288	0.988	1.0121
HMR_4020	0.51357	-0.2406	0.14496	1.2011e-133	1.13e-130	3.6016e-177	-1.6217__-1.8082	0.47312__0.59593	-7.0477__-7.4563	-1.5971__-1.7889	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-1.8816	-2.1027	-1.3296	-1.4846	0.8928	1.1201
HMR_4085	0.23093	-0.4646	0.14496	0	0	0	-42.48069__-183.0495	168.3316__156.4727	-500__0	-36.43049__-143.3528	-0.25542__-1.3706	4.6134__5.3175	1	0	-138.0576	-262.3663	58.2031	-64.0289	0.25413	3.935
HMR_4171	0.78927	-0.096	0.14513	1.1741e-31	7.174e-33	9.7183e-29	247.4475__217.7355	183.4343__167.4392	0__0	208.8683__183.384	0.97442__1.0284	3.7329__3.8922	1	1.1741e-31	103.593	86.5039	352.0348	313.1696	1.139	0.87799
HMR_4418	0.95862	0.0233	0.14539	2.702e-09	2.5042e-09	0.025244	172.5578__184.8519	133.939__156.6994	0__500	141.1318__145.2842	1.0205__1.3754	4.2092__5.3536	1	2.702e-09	65.2582	65.7804	256.35	264.0544	0.97142	1.0294
HMR_4421	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.28525__0.31805	0.08322__0.10482	0.62238__0	0.28092__0.31465	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.23387	0.26113	0.33097	0.36985	0.8928	1.1201
HMR_4452	0.51357	-0.2406	0.14496	1.2011e-133	1.13e-130	3.6016e-177	-1.6234__-1.8101	0.47362__0.59656	-7.0552__-7.4642	-1.5988__-1.7908	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-1.8836	-2.1049	-1.331	-1.4861	0.8928	1.1201
HMR_4480	0.4553	0.301	0.14496	5.1078e-278	1.7247e-274	1.4272e-252	-211.5299__-151.6286	129.1437__105.1991	-923.476__0	-196.6413__-133.6571	-0.63932__-0.98981	3.3195__4.4288	1	5.1078e-278	-297.6679	-215.1207	-111.6149	-70.3318	1.4712	0.6797
HMR_4573	0.80519	0.0759	0.14505	2.6738e-10	3.0601e-10	8.7529e-17	154.1992__166.9645	144.5185__142.0744	500__0	113.1914__130.6612	1.7648__1.4145	7.5629__6.3435	1	2.6738e-10	46.9744	55.4805	217.7931	248.5568	0.8663	1.1543
HMR_4614	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.19017__0.21203	0.05548__0.069881	0.41492__0	0.18728__0.20977	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.15591	0.17409	0.22064	0.24657	0.8928	1.1201
HMR_4621	0.46897	0.2554	0.14496	3.9412e-239	9.0495e-253	5.9304e-242	242.7437__289.1611	89.48596__100.7061	-1.3793e-12__-2.2822e-12	234.4848__284.224	0.44137__0.22841	2.8685__2.8673	1	3.9412e-239	176.1047	214.2781	300.4247	359.7987	0.825	1.2121
HMR_4651	0.51357	0.2406	0.14496	1.2011e-133	1.13e-130	3.6016e-177	1.6234__1.8101	0.47362__0.59656	-4.371e-12__-2.6323e-12	1.5988__1.7908	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	1.331	1.4861	1.8836	2.1049	0.8928	1.1201
HMR_4695	0.68185	0.1526	0.14496	3.4311e-80	9.6784e-79	1.507e-69	-25.051__29.2058	209.0703__197.3843	-768.0614__0	-21.5789__22.1245	-0.0017094__0.054195	2.7352__3.3745	1	3.4311e-80	-172.0225	-104.2593	118.7635	155.061	-0.97534	-1.0253
HMR_7144	0.68126	0.1543	0.14539	1.2917e-83	2.0245e-80	4.4403e-74	249.123__300.6103	180.0418__201.0602	500__500	218.3006__269.6951	0.82743__0.7631	3.3232__3.2912	1	1.2917e-83	103.2348	143.5338	361.697	423.4684	0.80943	1.2354
HMR_4420	0.056703	0.5968	0.14496	0	0	0	113.288__179.9353	42.3227__72.2938	-1.3646e-12__-2.2956e-12	108.4594__169.8568	0.9378__0.9604	5.1098__4.8027	1	0	83.645	129.8888	137.5819	219.3192	0.63853	1.5661
ADNK3	0.93946	0.0768	0.1453	1.2648e-07	1.8997e-07	3.3255e-09	233.9242__247.3139	180.7248__182.6732	0__0	190.6705__216.9922	1.0145__0.94969	3.7021__3.6714	1	1.2648e-07	92.8192	100.7821	342.2017	349.7958	0.8787	1.138
ADNK4	0.80519	0.0759	0.14522	2.6738e-10	3.0601e-10	8.7552e-17	154.1992__166.9645	144.5185__142.0744	500__0	113.1914__130.6612	1.7648__1.4145	7.5629__6.3435	1	2.6738e-10	46.9744	55.4805	217.7931	248.5568	0.8663	1.1543
Pyrimidine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4030	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.16149__-0.18005	0.047112__0.059341	-0.35234__0	-0.15903__-0.17813	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.18737	-0.20938	-0.1324	-0.14783	0.8928	1.1201
HMR_4670	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.19017__-0.21203	0.05548__0.069881	-0.41492__0	-0.18728__-0.20977	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.22064	-0.24657	-0.15591	-0.17409	0.8928	1.1201
HMR_4675	0.68628	-0.1782	0.14513	3.3035e-78	4.4119e-77	1.0863e-85	129.1705__108.9077	77.0694__76.467	0__0	120.9487__94.52107	0.55666__0.70307	2.9378__2.9427	1	3.3035e-78	69.2764	47.3831	179.2672	159.7863	1.2796	0.7815
HMR_3931	0.46865	0.2554	0.14496	3.0405e-239	6.6942e-253	4.4901e-242	242.9339__289.3731	89.49921__100.7308	-1.3891e-12__-2.2732e-12	234.7018__284.4562	0.44118__0.22807	2.8685__2.8674	1	3.0405e-239	176.2687	214.4849	300.6004	360.0193	0.82509	1.212
HMR_3970	0.72952	0.1266	0.14496	4.5684e-62	2.1204e-62	1.2173e-56	171.882__203.4566	126.4706__140.0937	0__0	147.0973__181.6835	0.89549__0.75253	3.6292__3.1231	1	4.5684e-62	70.9637	93.6125	251.3402	287.1716	0.80964	1.2351
HMR_4032	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	1.2904__1.4387	0.37645__0.47417	2.8154__0	1.2708__1.4234	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	1.0579	1.1813	1.4972	1.6731	0.8928	1.1201
HMR_4210	0.47763	-0.27	0.14496	3.4722e-253	2.0562e-258	7.867e-249	547.1237__434.6513	222.1648__234.0681	0__0	556.2115__424.9128	-0.16832__0.17689	2.4697__2.244	1	3.4722e-253	392.3502	252.3197	705.3785	608.7425	1.309	0.76394
HMR_4484	0.056703	0.5968	0.14496	0	0	0	113.288__179.9353	42.3227__72.2938	-1.3646e-12__-2.2956e-12	108.4594__169.8568	0.9378__0.9604	5.1098__4.8027	1	0	83.645	129.8888	137.5819	219.3192	0.63853	1.5661
HMR_4485	0.056703	-0.5968	0.14496	0	0	0	-113.288__-179.9353	42.3227__72.2938	-375.4789__-722.4345	-108.4594__-169.8568	-0.9378__-0.9604	5.1098__4.8027	1	0	-137.5819	-219.3192	-83.645	-129.8888	0.63853	1.5661
HMR_4512	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.19017__-0.21203	0.05548__0.069881	-0.41492__0	-0.18728__-0.20977	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.22064	-0.24657	-0.15591	-0.17409	0.8928	1.1201
HMR_4514	0.92772	-0.0255	0.14505	0.0049374	0.006126	8.1012e-05	142.8983__138.7786	105.1261__107.3982	0__0	121.8414__115.5034	1.0518__1.1136	4.3928__4.7273	1	0.0049374	59.9152	53.3411	205.7827	201.3379	1.0549	0.94798
HMR_4577	0.0	0.725	0.14496	0	0	0	-128.3865__0.08255158	125.1259__0.02720711	0__0	-102.2048__0.08167025	-0.9185__2.3303	3.64898__22.5881	1	0	-201.6307	0.067778	-32.5034	0.095998	-1251.4322	-0.00079908
HMR_4579	0.90037	0.0474	0.14496	5.9172e-09	2.5635e-09	1.1898e-09	301.0525__312.3643	133.354__135.0501	0__0	288.2113__302.4861	0.40061__0.35118	2.7994__2.8162	1	5.9172e-09	201.2445	215.4649	392.9919	398.416	0.95281	1.0495
HMR_4575	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6022e-177	-0.074039__-0.082552	0.0216__0.027207	-0.16154__0	-0.072915__-0.08167	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.085905	-0.095998	-0.060702	-0.067778	0.8928	1.1201
HMR_4637	0.056847	-0.5966	0.14496	0	0	0	-113.5732__-180.2534	42.3618__72.3386	-376.3023__-723.2446	-108.6923__-170.1476	-0.93837__-0.96044	5.1164__4.806	1	0	-137.9103	-219.6181	-83.9132	-130.1959	0.63881	1.5654
HMR_4644	0.056847	0.5966	0.14496	0	0	0	113.5732__180.2534	42.3618__72.3386	-1.3793e-12__-2.2822e-12	108.6923__170.1476	0.93837__0.96044	5.1164__4.806	1	0	83.9132	130.1959	137.9103	219.6181	0.63881	1.5654
HMR_6612	0.056703	0.5968	0.14496	0	0	0	113.288__179.9353	42.3227__72.2938	-1.3646e-12__-2.2956e-12	108.4594__169.8568	0.9378__0.9604	5.1098__4.8027	1	0	83.645	129.8888	137.5819	219.3192	0.63853	1.5661
HMR_6621	0.68628	-0.1781	0.14505	3.3035e-78	4.4119e-77	1.0838e-85	129.1705__108.9077	77.0694__76.467	0__0	120.9487__94.52107	0.55666__0.70307	2.9378__2.9427	1	3.3035e-78	69.2764	47.3831	179.2672	159.7863	1.2796	0.7815
HMR_6627	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.28525__0.31805	0.08322__0.10482	0.62238__0	0.28092__0.31465	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.23387	0.26113	0.33097	0.36985	0.8928	1.1201
ROS detoxification	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3960	0.48479	-0.2766	0.14513	2.958e-236	4.3735e-266	8.2662e-257	252.2303__196.1424	111.5317__112.6258	250__0	259.0852__190.928	-0.16744__0.22219	2.2904__2.2803	1	2.958e-236	169.8038	107.6273	334.59	279.8323	1.357	0.73693
HMR_3980	0.89517	0.0076	0.14496	4.6558e-08	2.7006e-08	6.1214e-07	208.2352__199.1613	115.506__115.2088	0__0	194.4449__192.1111	0.45318__0.47185	2.5714__2.9217	1	4.6558e-08	119.0697	109.4206	285.59	276.7717	1.0121	0.988
HMR_3982	0.65112	0.1776	0.14496	3.0548e-99	2.4233e-105	4.1417e-94	0.63641__0.70697	0.21236__0.24173	-2.8702e-16__0	0.6364__0.70272	0.1095__0.085527	2.7218__2.6645	1	3.0548e-99	0.48015	0.52437	0.78911	0.88674	0.90564	1.1042
HMR_4767	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00036752__0.00040977	0.00010722__0.00013505	0.00080187__0	0.00036193__0.0004054	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00030132	0.00033644	0.00042641	0.00047651	0.8928	1.1201
HMR_8410	0.65159	0.1776	0.14513	2.8877e-98	2.7465e-104	4.3705e-93	1.2625__1.4024	0.42367__0.48161	0__0	1.2625__1.394	0.10882__0.08234	2.7162__2.64	1	2.8877e-98	0.95075	1.0387	1.5668	1.7611	0.90569	1.1041
Retinol metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6632	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0022051__0.0024586	0.00064332__0.0008103	0.0048112__0	0.0021716__0.0024324	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0018079	0.0020186	0.0025585	0.0028591	0.8928	1.1201
HMR_6634	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6638	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6641	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6642	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6644	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0014743__0.0016438	0.00043012__0.00054177	0.0032168__0	0.0014519__0.0016263	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0012088	0.0013497	0.0017106	0.0019116	0.8928	1.1201
HMR_6648	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6649	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6650	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	-1.2916e-15__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6651	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.0022094__0.0024634	0.00064456__0.00081188	-3.8823e-15__0	0.0021758__0.0024371	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.0018114	0.0020225	0.0025634	0.0028646	0.8928	1.1201
HMR_6654	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	-1.2916e-15__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6655	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6656	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	-1.2916e-15__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6657	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6658	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6659	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00073503__-0.00081954	0.00021444__0.0002701	-0.0031943__0	-0.00072387__-0.00081079	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00085283	-0.00095303	-0.00060263	-0.00067287	0.8928	1.1201
HMR_6660	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00073503__-0.00081954	0.00021444__0.0002701	-0.0016037__0	-0.00072387__-0.00081079	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00085283	-0.00095303	-0.00060263	-0.00067287	0.8928	1.1201
HMR_6661	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0022094__-0.0024634	0.00064456__0.00081188	-0.0048205__0	-0.0021758__-0.0024371	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0025634	-0.0028646	-0.0018114	-0.0020225	0.8928	1.1201
HMR_6662	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.0014743__-0.0016438	0.00043012__0.00054177	-0.0032168__0	-0.0014519__-0.0016263	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.0017106	-0.0019116	-0.0012088	-0.0013497	0.8928	1.1201
HMR_6664	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	-1.2916e-15__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6665	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6668	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6669	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
HMR_6673	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00073503__-0.00081954	0.00021444__0.0002701	-0.0016037__0	-0.00072387__-0.00081079	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00085283	-0.00095303	-0.00060263	-0.00067287	0.8928	1.1201
HMR_6675	0.51357	-0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	-0.00073503__-0.00081954	0.00021444__0.0002701	-0.0016037__0	-0.00072387__-0.00081079	-1.6311__-2.3303	15.8353__22.5881	1	1.2011e-133	-0.00085283	-0.00095303	-0.00060263	-0.00067287	0.8928	1.1201
HMR_6677	0.51357	0.2408	0.14496	1.2011e-133	1.13e-130	3.6024e-177	0.00073503__0.00081954	0.00021444__0.0002701	0.0016037__0	0.00072387__0.00081079	1.6311__2.3303	15.8353__22.5881	1	1.2011e-133	0.00060263	0.00067287	0.00085283	0.00095303	0.8928	1.1201
