reaction	jaccardindex	KolmogorovSmirnow	KolmogorovSmirenow_pvalue	T - test_pvalue	Anova_pvalue	Wilcoxon_Mann_Whitney_pvalue	Mean	Std	Mode	Median	skew	kurt	Ttest_H	Ttest_pvalue	minFlux_lungmetastasis	minFlux_breastcancer	maxFlux_lungmetastasis	maxFlux_breastcancer	perc_brainmet/breastcancer	perc_breastcancer/brainmet
HMR_8477	0.76419	-0.1012	0.14496	2.9829e-33	1.239e-32	8.407e-40	157.1243__138.7786	110.2877__107.3982	0__0	138.4971__115.5034	1.0674__1.1136	5.421__4.7273	1	2.9829e-33	71.5827	53.3411	223.135	201.3379	1.1991	1.1991
HMR_8486	0.39177	0.3188	0.14496	0	0	0	-221.7173__-97.44153	215.9738__196.1942	-899.0587__0	-216.0898__-94.02913	0.027131__0.13698	3.0219__2.9889	1	0	-363.9927	-235.8596	-79.7902	34.3749	2.2981	2.2981
HMR_8488	0.57681	-0.1943	0.14505	4.5171e-147	3.2587e-152	1.0877e-134	292.4517__227.7566	185.8243__158.2114	0__0	270.2604__204.6772	0.51858__1.036	2.6703__4.8664	1	4.5171e-147	142.8861	105.1528	419.7887	324.3718	1.3204	1.3204
HMR_8489	0.76594	0.0949	0.14505	1.0965e-46	1.3456e-46	3.528e-30	155.6323__184.8519	129.5624__156.6994	0__0	124.2934__145.2842	1.3497__1.3754	5.7373__5.3536	1	1.0965e-46	54.3197	65.7804	226.4253	264.0544	0.85552	0.85552
Oxidative phosphorylation	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6916	0.69419	0.1121	0.14522	4.661e-65	9.3351e-59	1.1228e-58	546.7006__590.6159	186.5853__196.2999	1000__1000	538.4649__589.3368	0.17847__-0.03187	2.5557__2.4034	1	4.661e-65	408.4134	446.6791	674.2779	736.2761	0.91368	0.91368
HMR_6918	0.6571	0.1583	0.14505	8.6584e-93	9.4291e-89	1.7294e-83	254.2766__280.4873	88.1572__96.3219	0__0	251.773__278.8039	0.20021__0.08234	2.7651__2.64	1	8.6584e-93	188.539	207.7437	315.3054	352.2296	0.90305	0.90305
HMR_6921	0.87567	0.0844	0.14513	1.3719e-11	7.058e-11	6.6161e-10	128.1909__134.2533	64.3707__67.0392	0__0	120.858__127.8807	0.53439__0.49467	2.6819__2.6766	1	1.3719e-11	77.6638	81.4299	169.5756	178.325	0.94508	0.94508
CYOOm3i	0.6571	0.1583	0.14505	8.6584e-93	9.4291e-89	1.7294e-83	127.1383__140.2437	44.0786__48.161	0__0	125.8865__139.402	0.20021__0.08234	2.7651__2.64	1	8.6584e-93	94.2695	103.8719	157.6527	176.1148	0.90305	0.90305
Pentose and glucuronate interconversions	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4595	0.84377	0.0621	0.14505	2.3264e-17	8.1506e-18	6.6822e-17	206.2568__237.1065	263.849__242.6873	500__0	215.1235__252.6916	-0.22259__-0.36245	2.9687__3.6045	1	2.3264e-17	27.9787	74.5793	394.6348	407.295	0.85133	0.85133
Pentose phosphate pathway	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4304	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8807e-28	0.002361__0.002461	0.00074895__0.00081109	7.1212e-18__0	0.0023254__0.0024347	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0019161	0.0020206	0.0027749	0.0028619	0.95508	0.95508
HMR_4350	0.57029	-0.2464	0.1453	1.0581e-168	8.798e-161	3.0424e-156	373.4252__280.2328	243.6473__239.6645	1000__500	376.1936__279.0081	-0.11002__0.079784	2.5517__2.8715	1	1.0581e-168	192.8182	107.3801	557.3724	449.4448	1.3483	1.3483
HMR_4352	0.18402	0.4684	0.14582	0	0	0	47.42092__237.1065	170.6484__242.6873	0__0	46.9711__252.6916	0.0406__-0.36245	3.0752__3.6045	1	0	-64.9806	74.5793	161.4854	407.295	0.18588	0.18588
HMR_4354	0.21768	0.4471	0.14505	0	0	0	43.22256__216.7329	202.4198__205.1263	0__500	40.30607__220.3475	0.0049737__0.028443	3.3977__3.1508	1	0	-86.4552	79.7018	175.6311	354.2438	0.18292	0.18292
HMR_4398	0.94433	0.0102	0.14513	0.26115	0.28319	0.7458	286.4231__289.5081	204.8524__201.6511	1000__1000	289.4555__290.6557	-0.080442__0.042616	3.3187__3.3956	0	0.26115	151.1634	159.3524	424.7031	417.6651	0.99587	0.99587
HMR_4476	0.17226	0.5132	0.14496	0	0	0	353.4599__490.6974	136.5148__152.6895	475.5573__0.200572	344.4024__475.3628	0.47595__0.2978	3.5695__2.9757	1	0	256.206	383.7833	440.9699	588.1844	0.7245	0.7245
HMR_4623	0.79755	0.0806	0.14496	2.0684e-18	1.4785e-19	2.8839e-28	0.002361__0.002461	0.00074895__0.00081109	0__-1.4924e-17	0.0023254__0.0024347	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0019161	0.0020206	0.0027749	0.0028619	0.95508	0.95508
HMR_4710	0.94433	0.0102	0.14496	0.26115	0.28319	0.74578	286.4231__289.5081	204.8524__201.6511	1000__500	289.4555__290.6557	-0.080442__0.042616	3.3187__3.3956	0	0.26115	151.1634	159.3524	424.7031	417.6651	0.99587	0.99587
G6PDH2c	0.17226	0.5132	0.14496	0	0	0	117.8192__163.565	45.5049__50.8964	158.5174__0.06666667	114.8004__158.4534	0.47595__0.2978	3.5695__2.9757	1	0	85.4012	127.9271	146.9889	196.0606	0.72451	0.72451
PGLc	0.17226	0.5132	0.14496	0	0	0	117.8192__163.565	45.5049__50.8964	158.5174__0.06666667	114.8004__158.4534	0.47595__0.2978	3.5695__2.9757	1	0	85.4012	127.9271	146.9889	196.0606	0.72451	0.72451
RPEc	0.18402	0.4685	0.14556	0	0	0	23.71046__118.5533	85.32422__121.3437	0__0	23.48555__126.3458	0.0406__-0.36245	3.0752__3.6045	1	0	-32.4903	37.2896	80.7427	203.6475	0.18588	0.18588
Peptide metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
ARGCYSGLYr	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-8.2728__-8.6231	2.6243__2.842	-36.4956__0	-8.1479__-8.5311	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-9.7229	-10.0277	-6.7138	-7.0799	0.95508	0.95508
CYSCYSr	0.30384	0.3804	0.14496	0	0	0	-157.0898__-97.0709	79.9206__89.1622	-484.4039__0	-157.5586__-93.45088	-0.061023__-0.28835	3.2142__3.5374	1	0	-211.0128	-155.7911	-102.6255	-36.0332	1.686	1.686
GLYLYSCYSr	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-4.0398__-4.2109	1.2815__1.3878	-17.8217__0	-3.9788__-4.1659	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-4.748	-4.8968	-3.2785	-3.4573	0.95508	0.95508
LYSARGLEUr	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	18.7106__19.5029	5.9353__6.4277	-3.4177e-10__0	18.428__19.2947	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	15.1845	16.0126	21.9903	22.6796	0.95508	0.95508
Phenylalanine, tyrosine and tryptophan biosynthesis	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6725	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.18787__0.19582	0.059593__0.064538	-3.4315e-12__0	0.18503__0.19373	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.15246	0.16078	0.2208	0.22772	0.95508	0.95508
Pool reactions	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_0014	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	6.3962e-05__6.667e-05	2.0289e-05__2.1973e-05	-1.1683e-15__0	6.2995e-05__6.5958e-05	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	5.1908e-05	5.4739e-05	7.5173e-05	7.7529e-05	0.95508	0.95508
HMR_10033	0.7489	-0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	-257.2832__-283.7725	143.2738__147.9224	-992.2539__0	-245.7376__-277.0244	-0.61253__-0.50447	3.7222__3.7694	1	3.1313e-37	-350.163	-383.0323	-150.8921	-176.3137	0.88706	0.88706
HMR_10036	0.7489	0.11	0.14496	3.1313e-37	1.0247e-37	2.2373e-40	257.2832__283.7725	143.2738__147.9224	-1.6566e-12__0	245.7376__277.0244	0.61253__0.50447	3.7222__3.7694	1	3.1313e-37	150.8921	176.3137	350.163	383.0323	0.88706	0.88706
Purine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4002	0.76082	0.1008	0.14496	3.732e-25	1.7676e-26	1.5492e-34	8.30623__51.2488	276.0066__293.2204	500__500	2.493__51.6162	0.16245__-0.10757	3.1374__3.5957	1	3.732e-25	-174.4771	-126.7823	182.444	231.9619	0.048299	0.048299
HMR_4004	0.79346	-0.0724	0.14496	4.0549e-30	1.0013e-25	1.2951e-25	-274.5616__-288.8611	91.7042__100.6713	-798.9811__-722.4806	-268.2766__-283.8684	-0.41975__-0.22887	3.289__2.8672	1	4.0549e-30	-334.4762	-359.4449	-207.6104	-214.0014	0.94507	0.94507
HMR_4081	0.97444	0.0082	0.14548	0.65921	0.65795	0.59763	277.5324__278.7719	197.8532__198.0477	0__0	241.6018__242.4133	0.75368__0.75743	2.9959__3.1222	0	0.65921	117.9202	118.5183	401.0455	407.859	0.99665	0.99665
HMR_4012	0.92408	-0.0344	0.1453	2.1829e-07	1.793e-07	0.00020236	211.4422__198.8263	177.6081__163.8111	500__500	168.0849__158.0751	1.3255__1.2769	5.102__4.9702	1	2.1829e-07	72.3045	72.1104	303.1761	285.8288	1.0633	1.0633
HMR_4020	0.79755	-0.081	0.14496	2.0684e-18	1.4785e-19	2.8787e-28	-1.7347__-1.8082	0.55027__0.59593	-7.6527__-7.4563	-1.7085__-1.7889	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-2.0388	-2.1027	-1.4078	-1.4846	0.95508	0.95508
HMR_4085	0.22315	-0.483	0.14496	0	0	0	-42.21194__-183.0495	169.1114__156.4727	-1000__0	-37.17572__-143.3528	-0.60788__-1.3706	6.0079__5.3175	1	0	-135.7836	-262.3663	59.191	-64.0289	0.25933	0.25933
HMR_4171	0.79689	-0.0743	0.14539	6.301e-27	4.5909e-26	8.4832e-22	243.8233__217.7355	181.1873__167.4392	0__0	204.2378__183.384	0.85821__1.0284	3.1599__3.8922	1	6.301e-27	99.7297	86.5039	354.3436	313.1696	1.1137	1.1137
HMR_4418	0.76594	0.0946	0.14496	1.0965e-46	1.3456e-46	3.5231e-30	155.6323__184.8519	129.5624__156.6994	-5.684342e-14__500	124.2934__145.2842	1.3497__1.3754	5.7373__5.3536	1	1.0965e-46	54.3197	65.7804	226.4253	264.0544	0.85552	0.85552
HMR_4421	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.30513__0.31805	0.096791__0.10482	-5.5734e-12__0	0.30052__0.31465	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.24763	0.26113	0.35861	0.36985	0.95508	0.95508
HMR_4452	0.79755	-0.081	0.14496	2.0684e-18	1.4785e-19	2.8787e-28	-1.7366__-1.8101	0.55086__0.59656	-7.6608__-7.4642	-1.7103__-1.7908	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-2.0409	-2.1049	-1.4093	-1.4861	0.95508	0.95508
HMR_4480	0.93356	-0.0038	0.14496	0.042742	0.047837	0.64145	-154.6597__-151.6286	111.3318__105.1991	-300__0	-133.625__-133.6571	-0.8947__-0.98981	3.6347__4.4288	1	0.042742	-221.257	-215.1207	-66.1643	-70.3318	0.99976	0.99976
HMR_4573	0.68827	-0.1517	0.14505	3.0631e-76	2.7989e-77	6.9253e-74	207.1102__166.9645	161.123__142.0744	0__0	172.6558__130.6612	1.0776__1.4145	4.3458__6.3435	1	3.0631e-76	79.0046	55.4805	301.8241	248.5568	1.3214	1.3214
HMR_4614	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.20342__0.21203	0.064527__0.069881	-3.7156e-12__0	0.20035__0.20977	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.16508	0.17409	0.23907	0.24657	0.95508	0.95508
HMR_4621	0.79304	0.073	0.14496	3.8417e-30	9.4722e-26	1.2087e-25	274.8494__289.1611	91.73674__100.7061	-1.3008e-10__-2.2822e-12	268.5661__284.224	0.41946__0.22841	3.289__2.8673	1	3.8417e-30	207.8846	214.2781	334.7523	359.7987	0.94491	0.94491
HMR_4651	0.79755	0.081	0.14496	2.0684e-18	1.4785e-19	2.8787e-28	1.7366__1.8101	0.55086__0.59656	-4.54e-10__-2.6323e-12	1.7103__1.7908	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	1.4093	1.4861	2.0409	2.1049	0.95508	0.95508
HMR_4695	0.82896	-0.0818	0.14496	1.4733e-19	2.1273e-18	6.0059e-18	53.9471__29.2058	202.0652__197.3843	-757.8909__0	49.5484__22.1245	0.16555__0.054195	3.379__3.3745	1	1.4733e-19	-79.7077	-104.2593	178.9503	155.061	2.2395	2.2395
HMR_7144	0.92275	-0.0017	0.14607	0.36152	0.38427	0.49444	298.2092__300.6103	189.0089__201.0602	500__500	279.2061__269.6951	0.6678__0.7631	3.1742__3.2912	0	0.36152	152.3253	143.5338	410.6349	423.4684	1.0353	1.0353
HMR_4420	0.90338	-0.0334	0.14496	0.00075588	0.0010416	9.6e-06	183.2459__179.9353	70.4554__72.2938	-3.0335e-10__-2.2956e-12	175.1836__169.8568	0.73564__0.9604	4.4689__4.8027	1	0.00075588	132.7562	129.8888	225.7097	219.3192	1.0314	1.0314
ADNK3	0.45617	-0.2977	0.14573	2.1776e-216	1.8931e-231	4.6527e-236	337.5388__247.3139	204.3649__182.6732	0__0	316.9991__216.9922	0.52756__0.94969	2.8111__3.6714	1	2.1776e-216	179.0044	100.7821	475.1872	349.7958	1.4609	1.4609
ADNK4	0.68827	-0.1517	0.14539	3.0631e-76	2.7989e-77	6.925e-74	207.1102__166.9645	161.123__142.0744	0__0	172.6558__130.6612	1.0776__1.4145	4.3458__6.3435	1	3.0631e-76	79.0046	55.4805	301.8241	248.5568	1.3214	1.3214
Pyrimidine metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_4006	0.80757	-0.11	0.14496	1.251e-28	5.0442e-30	2.9824e-25	-181.6498__-231.5061	286.9288__329.9382	-500__-1000	-183.4723__-225.0628	0.17515__0.085098	2.963__2.6877	1	1.251e-28	-383.1134	-468.1199	4.4045	-1.5182	0.8152	0.8152
HMR_4030	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.17274__-0.18005	0.054795__0.059341	-0.76203__0	-0.17013__-0.17813	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.20302	-0.20938	-0.14019	-0.14783	0.95508	0.95508
HMR_4670	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.20342__-0.21203	0.064527__0.069881	-0.89738__0	-0.20035__-0.20977	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.23907	-0.24657	-0.16508	-0.17409	0.95508	0.95508
HMR_4675	0.67122	0.1294	0.14496	1.3813e-76	2.8655e-65	7.0444e-59	91.29838__108.9077	68.7572__76.467	0__0	76.5351__94.5211	1.067__0.70307	4.2731__2.9427	1	1.3813e-76	37.7028	47.3831	129.3277	159.7863	0.80971	0.80971
HMR_6616	1.0	0.0	1.0	none	none	none	0__0	0__0	0__0	0__0	none	none	none	none	0.0	0.0	0.0	0.0	none	none
HMR_3931	0.79277	0.0738	0.14496	3.6982e-30	9.108e-26	1.1539e-25	275.0528__289.3731	91.75979__100.7308	-1.338e-10__-2.2732e-12	268.758__284.4562	0.41925__0.22807	3.289__2.8674	1	3.6982e-30	208.0849	214.4849	334.9341	360.0193	0.94481	0.94481
HMR_3970	0.72013	0.1086	0.14513	6.043e-60	5.7931e-62	2.5472e-56	171.905__203.4566	127.2909__140.0937	0__0	149.388__181.6835	0.82053__0.75253	3.2872__3.1231	1	6.043e-60	66.2419	93.6125	252.7114	287.1716	0.82224	0.82224
HMR_4032	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8799e-28	1.3803__1.4387	0.43784__0.47417	-2.5212e-11__0	1.3594__1.4234	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	1.1202	1.1813	1.6222	1.6731	0.95508	0.95508
HMR_4210	0.79137	-0.0817	0.14505	3.8223e-34	2.0402e-33	8.8217e-33	474.597__434.6513	234.0494__234.0681	0__0	475.3529__424.9128	0.060333__0.17689	2.2142__2.244	1	3.8223e-34	292.6394	252.3197	651.7595	608.7425	1.1187	1.1187
HMR_4484	0.90338	-0.0334	0.14496	0.00075588	0.0010416	9.6e-06	183.2459__179.9353	70.4554__72.2938	-3.0335e-10__-2.2956e-12	175.1836__169.8568	0.73564__0.9604	4.4689__4.8027	1	0.00075588	132.7562	129.8888	225.7097	219.3192	1.0314	1.0314
HMR_4485	0.90338	0.0334	0.14496	0.00075588	0.0010416	9.6e-06	-183.2459__-179.9353	70.4554__72.2938	-798.8667__-722.4345	-175.1836__-169.8568	-0.73564__-0.9604	4.4689__4.8027	1	0.00075588	-225.7097	-219.3192	-132.7562	-129.8888	1.0314	1.0314
HMR_4512	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.20342__-0.21203	0.064527__0.069881	-0.89738__0	-0.20035__-0.20977	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.23907	-0.24657	-0.16508	-0.17409	0.95508	0.95508
HMR_4514	0.76419	-0.101	0.14513	2.9829e-33	1.239e-32	8.407e-40	157.1243__138.7786	110.2877__107.3982	0__0	138.4971__115.5034	1.0674__1.1136	5.421__4.7273	1	2.9829e-33	71.5827	53.3411	223.135	201.3379	1.1991	1.1991
HMR_4577	0.0	0.6512	0.14496	0	0	0	-111.612__0.08255158	119.8291__0.02720711	-303.8623__0	-86.7282__0.0816703	-0.88499__2.3303	3.75642__22.5881	1	0	-184.6437	0.067778	-18.8297	0.095998	-1061.9309	-1061.9309
HMR_4579	0.57936	0.1892	0.14496	2.1387e-142	2.24e-149	6.0039e-143	263.2033__312.3643	129.7215__135.0501	-2.9316e-13__0	251.661__302.4861	0.45074__0.35118	2.8399__2.8162	1	2.1387e-142	164.3104	215.4649	351.0971	398.416	0.83198	0.83198
HMR_4575	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8816e-28	-0.079198__-0.082552	0.025123__0.027207	-0.34938__0	-0.078002__-0.08167	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.09308	-0.095998	-0.064273	-0.067778	0.95508	0.95508
HMR_4637	0.90309	0.034	0.14496	0.00079873	0.0010974	1.0316e-05	-183.551__-180.2534	70.4964__72.3386	-799.0222__-723.2446	-175.4931__-170.1476	-0.73523__-0.96044	4.4678__4.806	1	0.00079873	-226.0452	-219.6181	-133.0573	-130.1959	1.0314	1.0314
HMR_4644	0.90309	-0.034	0.14496	0.00079873	0.0010974	1.0316e-05	183.551__180.2534	70.4964__72.3386	-3.0893e-10__-2.2822e-12	175.4931__170.1476	0.73523__0.96044	4.4678__4.806	1	0.00079873	133.0573	130.1959	226.0452	219.6181	1.0314	1.0314
HMR_6612	0.90338	-0.0334	0.14496	0.00075588	0.0010416	9.6e-06	183.2459__179.9353	70.4554__72.2938	-3.0335e-10__-2.2956e-12	175.1836__169.8568	0.73564__0.9604	4.4689__4.8027	1	0.00075588	132.7562	129.8888	225.7097	219.3192	1.0314	1.0314
HMR_6621	0.67122	0.1292	0.14496	1.3813e-76	2.8655e-65	7.0495e-59	91.29838__108.9077	68.7572__76.467	0__0	76.5351__94.5211	1.067__0.70307	4.2731__2.9427	1	1.3813e-76	37.7028	47.3831	129.3277	159.7863	0.80971	0.80971
HMR_6627	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.30513__0.31805	0.096791__0.10482	-5.5734e-12__0	0.30052__0.31465	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.24763	0.26113	0.35861	0.36985	0.95508	0.95508
ROS detoxification	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_3960	0.86351	0.0267	0.14539	3.5279e-12	1.1603e-12	2.0802e-09	185.41__196.1424	100.3545__112.6258	250__0	180.4344__190.928	0.24262__0.22219	2.455__2.2803	1	3.5279e-12	108.9746	107.6273	257.6746	279.8323	0.94504	0.94504
HMR_3980	0.68508	-0.196	0.14496	5.218e-68	3.0271e-65	8.0833e-75	226.1901__199.1613	107.9351__115.2088	291.0607__0	226.679__192.1111	0.17781__0.47185	2.6805__2.9217	1	5.218e-68	144.5186	109.4206	302.4696	276.7717	1.1799	1.1799
HMR_3982	0.65739	0.159	0.14496	1.0377e-92	9.916e-89	1.3887e-83	0.64121__0.70697	0.22116__0.24173	0.83333__0	0.6345__0.70272	0.20273__0.085527	2.7867__2.6645	1	1.0377e-92	0.47682	0.52437	0.79385	0.88674	0.90293	0.90293
HMR_4767	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00039312__0.00040977	0.0001247__0.00013505	-7.1808e-15__0	0.00038718__0.0004054	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00031904	0.00033644	0.00046203	0.00047651	0.95508	0.95508
HMR_8410	0.6571	0.1583	0.14505	8.6584e-93	9.4291e-89	1.7294e-83	1.2714__1.4024	0.44079__0.48161	0__0	1.2589__1.394	0.20021__0.08234	2.7651__2.64	1	8.6584e-93	0.94269	1.0387	1.5765	1.7611	0.90305	0.90305
Retinol metabolism	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	
HMR_6632	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0023587__0.0024586	0.00074822__0.0008103	-4.3085e-14__0	0.0023231__0.0024324	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0019142	0.0020186	0.0027722	0.0028591	0.95508	0.95508
HMR_6634	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6638	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6641	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6642	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6644	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0015771__0.0016438	0.00050027__0.00054177	-2.8807e-14__0	0.0015532__0.0016263	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0012799	0.0013497	0.0018535	0.0019116	0.95508	0.95508
HMR_6648	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6649	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6650	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6651	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.0023633__0.0024634	0.00074967__0.00081188	-4.3168e-14__0	0.0023276__0.0024371	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.0019179	0.0020225	0.0027776	0.0028646	0.95508	0.95508
HMR_6654	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6655	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6656	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6657	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6658	0.79755	0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	0.00078625__0.00081954	0.00024941__0.0002701	-1.4362e-14__0	0.00077437__0.00081079	2.201__2.3303	21.9538__22.5881	1	2.0684e-18	0.00063808	0.00067287	0.00092406	0.00095303	0.95508	0.95508
HMR_6659	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
HMR_6660	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.00078625__-0.00081954	0.00024941__0.0002701	-0.0034685__0	-0.00077437__-0.00081079	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.00092406	-0.00095303	-0.00063808	-0.00067287	0.95508	0.95508
HMR_6661	0.79755	-0.0808	0.14496	2.0684e-18	1.4785e-19	2.8806e-28	-0.0023633__-0.0024634	0.00074967__0.00081188	-0.010426__0	-0.0023276__-0.0024371	-2.201__-2.3303	21.9538__22.5881	1	2.0684e-18	-0.0027776	-0.0028646	-0.0019179	-0.0020225	0.95508	0.95508
